epoca1,0.737628698348999
epoca2,0.7615410089492798
epoca3,0.796081006526947
epoca4,0.8259714245796204
epoca5,0.8352707028388977
epoca6,0.8551976084709167
epoca7,0.8644968271255493
epoca8,0.8747540712356567
epoca9,0.8781135678291321
epoca10,0.8840916752815247
epoca11,0.8910660743713379
epoca12,0.8920624256134033
epoca13,0.9026901125907898
epoca14,0.9080039858818054
epoca15,0.9096645712852478
epoca16,0.9103288054466248
epoca17,0.9149783849716187
epoca18,0.9156426191329956
epoca19,0.9136499762535095
epoca20,0.9202922582626343
epoca21,0.9206243753433228
epoca22,0.9219528436660767
epoca23,0.9226170778274536
epoca24,0.9259382486343384
epoca25,0.9305878281593323
epoca26,0.9342411160469055
epoca27,0.9385586380958557
epoca28,0.9402192234992981
epoca29,0.9325805306434631
epoca30,0.9408833980560303
epoca31,0.9435403347015381
epoca32,0.9455737471580505
epoca33,0.9438724517822266
epoca34,0.9435403347015381
epoca35,0.9461972713470459
epoca36,0.951179027557373
epoca37,0.9428761005401611
epoca38,0.9508469104766846
epoca39,0.9498505592346191
epoca40,0.9488542079925537
epoca41,0.9498505592346191
epoca42,0.9528396129608154
epoca43,0.9548322558403015
epoca44,0.9574891924858093
epoca45,0.9491863250732422
epoca46,0.9505147933959961
epoca47,0.9505147933959961
epoca48,0.9505147933959961
epoca49,0.9541680216789246
epoca50,0.9541680216789246
epoca51,0.9571570754051208
epoca52,0.95184326171875
epoca53,0.9634672999382019
epoca54,0.9574891924858093
epoca55,0.9634672999382019
epoca56,0.9588176608085632
epoca57,0.9558286070823669
epoca58,0.9558286070823669
epoca59,0.9611424803733826
epoca60,0.9505147933959961
epoca61,0.9584855437278748
epoca62,0.9594818949699402
epoca63,0.9604782462120056
epoca64,0.954500138759613
epoca65,0.9598140120506287
epoca66,0.9631351828575134
epoca67,0.9588176608085632
epoca68,0.961474597454071
epoca69,0.9574891924858093
epoca70,0.9596721529960632
epoca71,0.962803065776825
epoca72,0.9574891924858093
epoca73,0.9641315340995789
epoca74,0.9631351828575134
epoca75,0.962803065776825
epoca76,0.9568249583244324
epoca77,0.9564928412437439
epoca78,0.9624709486961365
epoca79,0.9634672999382019
epoca80,0.9594818949699402
epoca81,0.9681168794631958
epoca82,0.961474597454071
epoca83,0.962138831615448
epoca84,0.9654600024223328
epoca85,0.9531717300415039
epoca86,0.9684489965438843
epoca87,0.9637994170188904
epoca88,0.9594818949699402
epoca89,0.9531717300415039
epoca90,0.9624709486961365
epoca91,0.962138831615448
epoca92,0.9568249583244324
epoca93,0.9644636511802673
epoca94,0.9684489965438843
epoca95,0.9618067145347595
epoca96,0.962803065776825
epoca97,0.9657921195030212
epoca98,0.9618067145347595
epoca99,0.9657921195030212
epoca100,0.9637994170188904
